Sl.No.,Poem,Source,Primary
 চোখে ঘনায় ঘোর,
 হৃদয়ে মোর কে বেঁধেছে
 রাঙা রাখীর ডোর।
 আজিকে এই আকাশতলে
 জলে স্থলে ফুলে ফলে
 কেমন করে মনোহরণ
 ছড়ালে মন মোর।
 
 কেমন খেলা হল আমার
 আজি তোমার সনে।
 পেয়েছি কি খুঁজে বেড়াই
 ভেবে না পাই মনে।
 আনন্দ আজ কিসের ছলে
 কাঁদিতে চায় নয়নজলে,
 বিরহ আজ মধুর হয়ে
 করেছে প্রাণ ভোর।",Bengali,Longing
3303,"চাই গো আমি তোমারে চাই
 
 রবীন্দ্রনাথ ঠাকুর
 
 
 
 চাই গো আমি তোমারে চাই
 তোমায় আমি চাই--
 এই কথাটি সদাই মনে
 বলতে যেন পাই।
 আর যা-কিছু বাসনাতে
 ঘুরে বেড়াই দিনে রাতে
 মিথ্যা সে-সব মিথ্যা ওগো
 তোমায় আমি চাই।
 
 রাত্রি যেমন লুকিয়ে রাখে
 আলোর প্রার্থনাই--
 তেমনি গভীর মোহের মাঝে
 তোমায় আমি চাই।
 শান্তিরে ঝড় যখন হানে
 শান্তি তবু চায় সে প্রাণে,
 তেমনি তোমায় আঘাত করি
 তবু তোমায় চাই।",Bengali,Longing
3304,"চিত্ত আমার হারাল আজ
 
 রবীন্দ্রনাথ ঠাকুর
 
 
 
 চিত্ত আমার হারাল আজ
 মেঘের মাঝখানে,
 কোথায় ছুটে চলেছে সে
 কোথায় কে জানে।
 বিজুলি তা'র বীণার তারে
 আঘাত করে বারে বারে,
 বুকের মাঝে বজ্র বাজে
 কী মহাতানে।
 
 পুঞ্জ পুঞ্জ ভারে ভারে
 নিবিড় নীল অন্ধকারে
 জড়াল রে অঙ্গ আমার,
 ছড়াল প্রাণে।
 পাগল হাওয়া নৃত্যে মাতি
 হল আমার সাথের সাথি,
 অট্টহাসে ধায় কোথা সে--
 বারণ না মানে।",Bengali,Longing
3305,"চিরজনমের বেদনা
 
 রবীন্দ্রনাথ ঠাকুর
 
 
 
 চিরজনমের বেদনা,
 ওহে চিরজীবনের সাধনা।
 তোমার আগুন উঠুক হে জ্বলে,
 কৃপা করিয়ো না দুর্বল ব'লে,
 যত তাপ পাই সহিবারে চাই,
 পুড়ে হোক ছাই বাসনা।
 
 অমোঘ যে ডাক সেই ডাক দাও
 আর দেরি কেন মিছে।
 যা আছে বাঁধন বক্ষ জড়ায়ে
 ছিঁড়ে প'ড়ে যাক পিছে।
 গরজি গরজি শঙ্খ তোমার
 বাজিয়া বাজিয়া উঠুক এবার,
 গর্ব টুটিয়া নিদ্রা ছুটিয়া
 জাগুক তীব্র চেতনা।",Bengali,Melancholy
3306,"ছাড়িস নে ধরে থাক এঁটে
 
 রবীন্দ্রনাথ ঠাকুর
 
 
 
 ছাড়িস নে ধরে থাক এঁটে,
 ওরে হবে তোর জয়।
 অন্ধকার যায় বুঝি কেটে,
 ওরে আর নেই ভয়।
 ওই দেখ্‌ পূর্বাশার ভালে
 নিবিড় বনের অন্তরালে
 শুকতারা হয়েছে উদয়।
 ওরে আর নেই ভয়।
 
 এরা যে কেবল নিশাচর--
 অবিশ্বাস আপনার 'পর,
 নিরাশ্বাস, আলস্য সংশয়,
 এরা প্রভাতের নয়।
 ছুটে আয়, আয় রে বাহিরে,
 চেয়ে দেখ্‌, দেখ্‌ ঊর্ধ্বশিরে,
 আকাশ হতেছে জ্যোতির্ময়।
 ওরে আর নেই ভয়।",Bengali,Melancholy
3307,"ছিন্ন করে লও হে মোরে
 
 রবীন্দ্রনাথ ঠাকুর
 
 
 
 ছিন্ন করে লও হে মোরে
 আর বিলম্ব নয়
 ধুলায় পাছে ঝরে পড়ি
 এই জাগে মোর ভয়।
 এ ফুল তোমার মালার মাঝে
 ঠাঁই পাবে কি, জানি না যে,
 তবু তোমার আঘাতটি তার
 ভাগ্যে যেন রয়।
 ছিন্ন করো ছিন্ন করো
 আর বিলম্ব নয়।
 
 কখন যে দিন ফুরিয়ে যাবে,
 আসবে আঁধার করে,
 কখন তোমার পূজার বেলা
 কাটবে অগোচরে।
 যেটুকু এর রঙ ধরেছে,
 গন্ধে সুধায় বুক ভরেছে,
 তোমার সেবায় লও সেটুকু
 থাকতে সুসময়।
 ছিন্ন করো ছিন্ন করো
 আর বিলম্ব নয়।",Bengali,Longing
3308,"জগতে আনন্দযজ্ঞে আমার নিমন্ত্রণ
 
 রবীন্দ্রনাথ ঠাকুর
 
 
 
 জগতে আনন্দযজ্ঞে আমার নিমন্ত্রণ।
 ধন্য হল ধন্য হল মানবজীবন।
 নয়ন আমার রূপের পুরে
 সাধ মিটায়ে বেড়ায় ঘুরে,
 শ্রবণ আমার গভীর সুরে
 হয়েছে মগন।
 
 তোমার যজ্ঞে দিয়েছ ভার
 বাজাই আমি বাঁশি।
 গানে গানে গেঁথে বেড়াই
 প্রাণের কান্নাহাসি।
 এখন সময় হয়েছে কি।
 সভায় গিয়ে তোমায় দেখি
 জয়ধ্বনি শুনিয়ে যাব
 এ মোর নিবেদন।",Bengali,Longing
3309,"জগৎ জুড়ে উদার সুরে
 
 রবীন্দ্রনাথ ঠাকুর
 
 
 জগৎ জুড়ে উদার সুরে
 আনন্দগান বাজে,
 সে গান কবে গভীর রবে
 বাজিবে হিয়া-মাঝে।
 বাতাস জল আকাশ আলো
 সবারে কবে বাসিব ভালো,
 হৃদয়সভা জুড়িয়া তারা
 বসিবে নানা সাজে।
 
 নয়নদুটি মেলিলে কবে
 পরান হবে খুশি,
 যে পথ দিয়া চলিয়া যাব
 সবারে যাব তুষি।
